"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","296-96","ES-CHC077","Eli4","Eli5","Eli6","F3201","JUNP353","R26"
"group_2525","","hypothetical protein","3","3","1","1","6320","27","10","","1067","1067","1067","","","HMFJPACF_01179","EPEFIPDD_01196","MPDNCGJB_01200","","",""
"group_2526","","hypothetical protein","3","3","1","1","6319","27","11","","995","995","995","","","HMFJPACF_01180","EPEFIPDD_01197","MPDNCGJB_01201","","",""
"group_2527","","hypothetical protein","3","3","1","1","6318","27","12","","1088","1088","1088","","","HMFJPACF_01181","EPEFIPDD_01198","MPDNCGJB_01202","","",""
"dapH_1","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","3","3","1","1","6317","27","13","","599","599","599","","","HMFJPACF_01182","EPEFIPDD_01199","MPDNCGJB_01203","","",""
"group_2529","","hypothetical protein","3","3","1","1","6316","27","14","","902","902","902","","","HMFJPACF_01183","EPEFIPDD_01200","MPDNCGJB_01204","","",""
"dapH_2","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","3","3","1","1","6315","27","15","","683","683","683","","","HMFJPACF_01184","EPEFIPDD_01201","MPDNCGJB_01205","","",""
"group_2531","","hypothetical protein","3","3","1","1","6314","27","16","","1244","1244","1244","","","HMFJPACF_01185","EPEFIPDD_01202","MPDNCGJB_01206","","",""
"rfbD","","UDP-galactopyranose mutase","3","3","1","1","6313","27","17","","1100","1100","1100","","","HMFJPACF_01186","EPEFIPDD_01203","MPDNCGJB_01207","","",""
"rfbX","","Putative O-antigen transporter","3","3","1","1","6312","27","21","","1307","1307","1307","","","HMFJPACF_01187","EPEFIPDD_01204","MPDNCGJB_01208","","",""
"algA","","Alginate biosynthesis protein AlgA","3","3","1","1","6311","27","20","","998","998","998","","","HMFJPACF_01188","EPEFIPDD_01205","MPDNCGJB_01209","","",""
"group_2535","ptk","Tyrosine-protein kinase ptk","3","3","1","1","6310","27","19","","2381","2381","2381","","","HMFJPACF_01189","EPEFIPDD_01206","MPDNCGJB_01210","","",""
"group_2536","","hypothetical protein","3","3","1","1","6309","27","18","","797","797","797","","","HMFJPACF_01190","EPEFIPDD_01207","MPDNCGJB_01211","","",""
"group_2537","","hypothetical protein","3","3","1","1","6474","134","2","","2381","2381","2381","","","HMFJPACF_01195","EPEFIPDD_01212","MPDNCGJB_01216","","",""
"group_2538","","hypothetical protein","3","3","1","1","6473","134","1","","797","797","797","","","HMFJPACF_01196","EPEFIPDD_01213","MPDNCGJB_01217","","",""
"group_2539","","hypothetical protein","3","3","1","1","6489","10","33","","1112","1112","1112","","","HMFJPACF_01203","EPEFIPDD_01221","MPDNCGJB_01225","","",""
"group_2540","","hypothetical protein","3","3","1","1","6488","10","34","","992","992","992","","","HMFJPACF_01204","EPEFIPDD_01222","MPDNCGJB_01226","","",""
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit","3","3","1","1","6487","10","35","","1133","1133","1133","","","HMFJPACF_01205","EPEFIPDD_01223","MPDNCGJB_01227","","",""
"group_2542","","hypothetical protein","3","3","1","1","6486","10","52","","1280","1280","1280","","","HMFJPACF_01206","EPEFIPDD_01224","MPDNCGJB_01228","","",""
"group_2543","epsJ","putative glycosyltransferase EpsJ","3","3","1","1","6485","10","51","","998","998","998","","","HMFJPACF_01207","EPEFIPDD_01225","MPDNCGJB_01229","","",""
"gmd_2","","GDP-mannose 4,6-dehydratase","3","3","1","1","6484","10","50","","1082","1082","1082","","","HMFJPACF_01208","EPEFIPDD_01226","MPDNCGJB_01230","","",""
"fcl","","GDP-L-fucose synthase","3","3","1","1","6483","10","49","","953","953","953","","","HMFJPACF_01209","EPEFIPDD_01227","MPDNCGJB_01231","","",""
"group_2546","","hypothetical protein","3","3","1","1","6526","10","48","","887","887","887","","","HMFJPACF_01210","EPEFIPDD_01228","MPDNCGJB_01232","","",""
"group_2547","","hypothetical protein","3","3","1","1","6527","10","47","","1004","1004","1004","","","HMFJPACF_01211","EPEFIPDD_01229","MPDNCGJB_01233","","",""
"waaJ","","Lipopolysaccharide 1,2-glucosyltransferase","3","3","1","1","6528","10","46","","926","926","926","","","HMFJPACF_01212","EPEFIPDD_01230","MPDNCGJB_01234","","",""
"group_2549","","hypothetical protein","3","3","1","1","6529","10","45","","1004","1004","1004","","","HMFJPACF_01213","EPEFIPDD_01231","MPDNCGJB_01235","","",""
"arnC_3","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","3","3","1","1","6530","10","44","","824","824","824","","","HMFJPACF_01214","EPEFIPDD_01232","MPDNCGJB_01236","","",""
"group_2551","","hypothetical protein","3","3","1","1","6531","10","43","","905","905","905","","","HMFJPACF_01215","EPEFIPDD_01233","MPDNCGJB_01237","","",""
"group_2552","fdtB","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase","3","3","1","1","6532","10","42","","1100","1100","1100","","","HMFJPACF_01216","EPEFIPDD_01234","MPDNCGJB_01238","","",""
"fmt_1","","Methionyl-tRNA formyltransferase","3","3","1","1","6533","10","41","","1211","1211","1211","","","HMFJPACF_01217","EPEFIPDD_01235","MPDNCGJB_01239","","",""
"group_2554","fdtA","TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase","3","3","1","1","6534","10","40","","428","428","428","","","HMFJPACF_01218","EPEFIPDD_01236","MPDNCGJB_01240","","",""
"uup_2","","ATP-binding protein Uup","3","3","1","1","6535","10","39","","1262","1262","1262","","","HMFJPACF_01219","EPEFIPDD_01237","MPDNCGJB_01241","","",""
"group_2556","tagG","Teichoic acid translocation permease protein TagG","3","3","1","1","6536","10","38","","860","860","860","","","HMFJPACF_01220","EPEFIPDD_01238","MPDNCGJB_01242","","",""
"tagO_2","","putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","3","3","1","1","6538","10","36","","1178","1178","1178","","","HMFJPACF_01222","EPEFIPDD_01240","MPDNCGJB_01244","","",""
"group_2558","","hypothetical protein","3","3","1","1","6189","259","1","","1052","1052","1052","","","HMFJPACF_01228","EPEFIPDD_01246","MPDNCGJB_01250","","",""
"group_2573","","hypothetical protein","3","3","1","1","6740","5","72","","242","242","242","","","HMFJPACF_01385","EPEFIPDD_01403","MPDNCGJB_01406","","",""
"group_2574","","hypothetical protein","3","3","1","1","6744","5","55","","170","170","170","","","HMFJPACF_01390","EPEFIPDD_01408","MPDNCGJB_01411","","",""
"group_2575","","hypothetical protein","3","3","1","1","6752","5","70","","359","359","359","","","HMFJPACF_01392","EPEFIPDD_01410","MPDNCGJB_01413","","",""
"group_2576","","hypothetical protein","3","3","1","1","6751","5","69","","260","260","260","","","HMFJPACF_01393","EPEFIPDD_01411","MPDNCGJB_01414","","",""
"group_2577","","hypothetical protein","3","3","1","1","6750","5","68","","167","167","167","","","HMFJPACF_01394","EPEFIPDD_01412","MPDNCGJB_01415","","",""
"group_2578","","hypothetical protein","3","3","1","1","6749","5","67","","464","464","464","","","HMFJPACF_01395","EPEFIPDD_01413","MPDNCGJB_01416","","",""
"group_2579","","hypothetical protein","3","3","1","1","6748","5","66","","2309","2309","2309","","","HMFJPACF_01396","EPEFIPDD_01414","MPDNCGJB_01417","","",""
"group_2580","","hypothetical protein","3","3","1","1","6747","5","65","","4037","4037","4037","","","HMFJPACF_01397","EPEFIPDD_01415","MPDNCGJB_01418","","",""
"group_2581","","hypothetical protein","3","3","1","1","6151","5","64","","1745","1745","1745","","","HMFJPACF_01398","EPEFIPDD_01416","MPDNCGJB_01419","","",""
"group_2666","pal_3","Peptidoglycan-associated lipoprotein","3","3","1","1","181","297","1","","1472","1472","1472","","","HMFJPACF_01585","EPEFIPDD_01528","MPDNCGJB_01531","","",""
"group_2671","","hypothetical protein","3","3","1","1","193","142","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","197","197","197","","","HMFJPACF_01642","EPEFIPDD_01585","MPDNCGJB_01588","","",""
"group_2676","","hypothetical protein","3","3","1","1","332","9","46","","104","104","104","","","HMFJPACF_01692","EPEFIPDD_01636","MPDNCGJB_01638","","",""
"group_2677","","hypothetical protein","3","3","1","1","333","9","36","","239","239","239","","","HMFJPACF_01693","EPEFIPDD_01637","MPDNCGJB_01639","","",""
"group_2678","","hypothetical protein","3","3","1","1","334","9","37","","1445","1445","1445","","","HMFJPACF_01694","EPEFIPDD_01638","MPDNCGJB_01640","","",""
"group_2679","","TonB-dependent receptor P26","3","3","1","1","335","9","38","","2885","2885","2885","","","HMFJPACF_01695","EPEFIPDD_01639","MPDNCGJB_01641","","",""
"group_2680","","hypothetical protein","3","3","1","1","342","9","14","","674","674","674","","","HMFJPACF_01698","EPEFIPDD_01642","MPDNCGJB_01644","","",""
"group_2681","","hypothetical protein","3","3","1","1","341","9","13","","1406","1406","1406","","","HMFJPACF_01699","EPEFIPDD_01643","MPDNCGJB_01645","","",""
"group_2682","","TonB-dependent receptor P3","3","3","1","1","340","9","12","","2822","2822","2822","","","HMFJPACF_01700","EPEFIPDD_01644","MPDNCGJB_01646","","",""
"group_2683","","hypothetical protein","3","3","1","1","339","9","11","","656","656","656","","","HMFJPACF_01701","EPEFIPDD_01645","MPDNCGJB_01647","","",""
"group_2684","","SusD-like protein P38","3","3","1","1","338","9","10","","1556","1556","1556","","","HMFJPACF_01702","EPEFIPDD_01646","MPDNCGJB_01648","","",""
"group_2685","susC_2","TonB-dependent receptor SusC","3","3","1","1","337","9","9","","2855","2855","2855","","","HMFJPACF_01703","EPEFIPDD_01647","MPDNCGJB_01649","","",""
"group_2691","","hypothetical protein","3","3","1","1","1289","1","176","","5141","5141","5141","","","HMFJPACF_01884","EPEFIPDD_01709","MPDNCGJB_01711","","",""
"group_2692","","hypothetical protein","3","3","1","1","4088","1","140","","521","521","521","","","HMFJPACF_01902","EPEFIPDD_01691","MPDNCGJB_01693","","",""
"group_2693","","hypothetical protein","3","3","1","1","5679","1","180","","584","584","584","","","HMFJPACF_01962","EPEFIPDD_01906","MPDNCGJB_01908","","",""
"group_2694","","hypothetical protein","3","3","1","1","5678","1","181","","1415","1415","1415","","","HMFJPACF_01963","EPEFIPDD_01907","MPDNCGJB_01909","","",""
"group_2695","","hypothetical protein","3","3","1","1","5677","1","182","","1211","1211","1211","","","HMFJPACF_01964","EPEFIPDD_01908","MPDNCGJB_01910","","",""
"group_2697","","hypothetical protein","3","3","1","1","5629","1","201","","236","236","236","","","HMFJPACF_01969","EPEFIPDD_01913","MPDNCGJB_01915","","",""
"group_2698","","hypothetical protein","3","3","1","1","1752","14","37","","236","236","236","","","HMFJPACF_02712","EPEFIPDD_02657","MPDNCGJB_02658","","",""
"group_2699","","hypothetical protein","3","3","1","1","5628","1","200","","146","146","146","","","HMFJPACF_01970","EPEFIPDD_01914","MPDNCGJB_01916","","",""
"group_27","","hypothetical protein","3","3","1","1","1578","11","1","","641","3164","2323","NLLKMJFC_02710","HDAOFKCF_02712","","","","","IEBEDNFC_02828",""
"group_2700","","hypothetical protein","3","3","1","1","1751","14","38","","146","146","146","","","HMFJPACF_02711","EPEFIPDD_02656","MPDNCGJB_02657","","",""
"group_2701","","hypothetical protein","3","3","1","1","5627","1","199","","698","698","698","","","HMFJPACF_01971","EPEFIPDD_01915","MPDNCGJB_01917","","",""
"group_2702","","hypothetical protein","3","3","1","1","1750","14","39","","698","698","698","","","HMFJPACF_02710","EPEFIPDD_02655","MPDNCGJB_02656","","",""
"group_2703","","hypothetical protein","3","3","1","1","5626","1","198","","1226","1226","1226","","","HMFJPACF_01972","EPEFIPDD_01916","MPDNCGJB_01918","","",""
"group_2704","","hypothetical protein","3","3","1","1","1749","14","40","","1226","1226","1226","","","HMFJPACF_02709","EPEFIPDD_02654","MPDNCGJB_02655","","",""
"group_2705","","hypothetical protein","3","3","1","1","5625","1","197","","452","452","452","","","HMFJPACF_01973","EPEFIPDD_01917","MPDNCGJB_01919","","",""
"group_2706","","hypothetical protein","3","3","1","1","1748","14","41","","452","452","452","","","HMFJPACF_02708","EPEFIPDD_02653","MPDNCGJB_02654","","",""
"group_2707","","hypothetical protein","3","3","1","1","2644","1","195","","308","308","308","","","HMFJPACF_01974","EPEFIPDD_01919","MPDNCGJB_01921","","",""
"group_2708","","hypothetical protein","3","3","1","1","2645","1","194","","1238","1238","1238","","","HMFJPACF_01975","EPEFIPDD_01920","MPDNCGJB_01922","","",""
"group_2709","","hypothetical protein","3","3","1","1","2646","1","193","","278","278","278","","","HMFJPACF_01976","EPEFIPDD_01921","MPDNCGJB_01923","","",""
"group_2710","","hypothetical protein","3","3","1","1","2647","1","192","","1223","1223","1223","","","HMFJPACF_01977","EPEFIPDD_01922","MPDNCGJB_01924","","",""
"fic","","Protein adenylyltransferase SoFic","3","3","1","1","2648","1","191","","1100","1100","1100","","","HMFJPACF_01978","EPEFIPDD_01923","MPDNCGJB_01925","","",""
"group_2712","","hypothetical protein","3","3","1","1","2649","1","190","","179","179","179","","","HMFJPACF_01979","EPEFIPDD_01924","MPDNCGJB_01926","","",""
"group_2715","","hypothetical protein","3","3","1","1","2617","28","12","","224","224","224","","","HMFJPACF_01997","EPEFIPDD_01942","MPDNCGJB_01944","","",""
"group_2716","","hypothetical protein","3","3","1","1","2616","28","13","","350","350","350","","","HMFJPACF_01998","EPEFIPDD_01943","MPDNCGJB_01945","","",""
"group_2717","","hypothetical protein","3","3","1","1","2610","28","14","","3062","3062","3062","","","HMFJPACF_01999","EPEFIPDD_01944","MPDNCGJB_01946","","",""
"group_2718","","hypothetical protein","3","3","1","1","2611","28","15","","1178","1178","1178","","","HMFJPACF_02000","EPEFIPDD_01945","MPDNCGJB_01947","","",""
"group_2719","","hypothetical protein","3","3","1","1","2612","28","19","","983","983","983","","","HMFJPACF_02001","EPEFIPDD_01946","MPDNCGJB_01948","","",""
"group_2720","","hypothetical protein","3","3","1","1","2613","28","18","","2501","2501","2501","","","HMFJPACF_02002","EPEFIPDD_01947","MPDNCGJB_01949","","",""
"xerC_3","","Tyrosine recombinase XerC","3","3","1","1","2614","28","17","","1205","1205","1205","","","HMFJPACF_02003","EPEFIPDD_01948","MPDNCGJB_01950","","",""
"group_2722","","hypothetical protein","3","3","1","1","2615","28","16","","131","131","131","","","HMFJPACF_02004","EPEFIPDD_01949","MPDNCGJB_01951","","",""
"group_2732","","hypothetical protein","3","3","1","1","2511","187","1","","2396","2396","2396","","","HMFJPACF_02098","EPEFIPDD_02043","MPDNCGJB_02045","","",""
"group_2740","","hypothetical protein","3","3","1","1","2309","131","1","","719","719","719","","","HMFJPACF_02288","EPEFIPDD_02234","MPDNCGJB_02236","","",""
"group_2742","","hypothetical protein","3","3","1","1","2271","40","3","","899","899","899","","","HMFJPACF_02308","EPEFIPDD_02254","MPDNCGJB_02256","","",""
"group_2743","","hypothetical protein","3","3","1","1","2270","40","4","","821","821","821","","","HMFJPACF_02309","EPEFIPDD_02255","MPDNCGJB_02257","","",""
"group_2744","","hypothetical protein","3","3","1","1","2248","40","5","","1211","1211","1211","","","HMFJPACF_02310","EPEFIPDD_02256","MPDNCGJB_02258","","",""
"group_2745","","hypothetical protein","3","3","1","1","2249","40","6","","947","947","947","","","HMFJPACF_02311","EPEFIPDD_02257","MPDNCGJB_02259","","",""
"group_2746","","hypothetical protein","3","3","1","1","2250","40","7","","989","989","989","","","HMFJPACF_02312","EPEFIPDD_02258","MPDNCGJB_02260","","",""
"valS_2","","Valine--tRNA ligase","3","3","1","1","1235","75","1","","2999","2999","2999","","","HMFJPACF_02338","EPEFIPDD_02285","MPDNCGJB_02286","","",""
"group_2763","","hypothetical protein","3","3","1","1","1254","45","2","","224","224","224","","","HMFJPACF_02512","EPEFIPDD_02458","MPDNCGJB_02460","","",""
"group_2767","","hypothetical protein","3","3","1","1","2033","133","2","","920","920","920","","","HMFJPACF_02526","EPEFIPDD_02472","MPDNCGJB_02474","","",""
"group_2768","","hypothetical protein","3","3","1","1","2030","133","1","","506","506","506","","","HMFJPACF_02527","EPEFIPDD_02473","MPDNCGJB_02475","","",""
"group_2774","","hypothetical protein","3","3","1","1","2002","26","8","","875","875","875","","","HMFJPACF_02549","EPEFIPDD_02495","MPDNCGJB_02497","","",""
"group_2775","","hypothetical protein","3","3","1","1","2003","26","7","","908","908","908","","","HMFJPACF_02550","EPEFIPDD_02496","MPDNCGJB_02498","","",""
"group_2782","","hypothetical protein","3","3","1","1","1945","44","1","","719","719","719","","","HMFJPACF_02580","EPEFIPDD_02526","MPDNCGJB_02527","","",""
"group_2783","","hypothetical protein","3","3","1","1","1946","44","2","","284","284","284","","","HMFJPACF_02581","EPEFIPDD_02527","MPDNCGJB_02528","","",""
"group_2784","","hypothetical protein","3","3","1","1","1947","44","3","","908","908","908","","","HMFJPACF_02582","EPEFIPDD_02528","MPDNCGJB_02529","","",""
"group_2785","","hypothetical protein","3","3","1","1","1948","44","4","","245","245","245","","","HMFJPACF_02583","EPEFIPDD_02529","MPDNCGJB_02530","","",""
"group_2786","","hypothetical protein","3","3","1","1","1949","44","5","","707","707","707","","","HMFJPACF_02584","EPEFIPDD_02530","MPDNCGJB_02531","","",""
"group_2787","","hypothetical protein","3","3","1","1","1950","44","6","","1436","1436","1436","","","HMFJPACF_02585","EPEFIPDD_02531","MPDNCGJB_02532","","",""
"group_2788","","hypothetical protein","3","3","1","1","1951","44","7","","890","890","890","","","HMFJPACF_02586","EPEFIPDD_02532","MPDNCGJB_02533","","",""
"group_2789","","hypothetical protein","3","3","1","1","1952","44","8","","920","920","920","","","HMFJPACF_02587","EPEFIPDD_02533","MPDNCGJB_02534","","",""
"resA_8","","Thiol-disulfide oxidoreductase ResA","3","3","1","1","1953","44","9","","542","542","542","","","HMFJPACF_02588","EPEFIPDD_02534","MPDNCGJB_02535","","",""
"xerC_5","","Tyrosine recombinase XerC","3","3","1","1","1954","44","11","","1295","1295","1295","","","HMFJPACF_02589","EPEFIPDD_02535","MPDNCGJB_02536","","",""
"group_2799","","hypothetical protein","3","3","1","1","1786","14","1","","569","569","569","","","HMFJPACF_02701","EPEFIPDD_02646","MPDNCGJB_02647","","",""
"xerC_6","","Tyrosine recombinase XerC","3","3","1","1","1742","14","2","","1274","1274","1274","","","HMFJPACF_02702","EPEFIPDD_02647","MPDNCGJB_02648","","",""
"group_2801","","hypothetical protein","3","3","1","1","1743","14","3","","743","743","743","","","HMFJPACF_02703","EPEFIPDD_02648","MPDNCGJB_02649","","",""
"group_2802","","hypothetical protein","3","3","1","1","1744","14","4","","350","350","350","","","HMFJPACF_02704","EPEFIPDD_02649","MPDNCGJB_02650","","",""
"group_2803","","hypothetical protein","3","3","1","1","1745","14","5","","992","992","992","","","HMFJPACF_02705","EPEFIPDD_02650","MPDNCGJB_02651","","",""
"group_2804","","hypothetical protein","3","3","1","1","1746","14","6","","308","308","308","","","HMFJPACF_02706","EPEFIPDD_02651","MPDNCGJB_02652","","",""
"group_2806","","hypothetical protein","3","3","1","1","1747","14","42","","158","158","158","","","HMFJPACF_02707","EPEFIPDD_02652","MPDNCGJB_02653","","",""
"group_2807","","hypothetical protein","3","3","1","1","1755","14","34","","1226","1226","1226","","","HMFJPACF_02715","EPEFIPDD_02660","MPDNCGJB_02661","","",""
"ybdM","","putative protein YbdM","3","3","1","1","1756","14","33","","605","605","605","","","HMFJPACF_02716","EPEFIPDD_02661","MPDNCGJB_02662","","",""
"ssrB_1","","Response regulator SsrB","3","3","1","1","1757","14","32","","605","605","605","","","HMFJPACF_02717","EPEFIPDD_02662","MPDNCGJB_02663","","",""
"group_2810","","hypothetical protein","3","3","1","1","1759","14","30","","389","389","389","","","HMFJPACF_02719","EPEFIPDD_02664","MPDNCGJB_02665","","",""
"group_2811","","hypothetical protein","3","3","1","1","1760","14","29","","665","665","665","","","HMFJPACF_02720","EPEFIPDD_02665","MPDNCGJB_02666","","",""
"group_2812","","hypothetical protein","3","3","1","1","1761","14","28","","353","353","353","","","HMFJPACF_02721","EPEFIPDD_02666","MPDNCGJB_02667","","",""
"group_2813","","hypothetical protein","3","3","1","1","1762","14","27","","935","935","935","","","HMFJPACF_02722","EPEFIPDD_02667","MPDNCGJB_02668","","",""
"group_2814","","hypothetical protein","3","3","1","1","1763","14","26","","1304","1304","1304","","","HMFJPACF_02723","EPEFIPDD_02668","MPDNCGJB_02669","","",""
"group_2815","","hypothetical protein","3","3","1","1","1764","14","25","","887","887","887","","","HMFJPACF_02724","EPEFIPDD_02669","MPDNCGJB_02670","","",""
"group_2816","","hypothetical protein","3","3","1","1","1765","14","24","","257","257","257","","","HMFJPACF_02725","EPEFIPDD_02670","MPDNCGJB_02671","","",""
"group_2817","","hypothetical protein","3","3","1","1","1766","14","23","","575","575","575","","","HMFJPACF_02726","EPEFIPDD_02671","MPDNCGJB_02672","","",""
"group_2818","","hypothetical protein","3","3","1","1","1767","14","22","","809","809","809","","","HMFJPACF_02727","EPEFIPDD_02672","MPDNCGJB_02673","","",""
"group_2819","","hypothetical protein","3","3","1","1","1768","14","21","","1751","1751","1751","","","HMFJPACF_02728","EPEFIPDD_02673","MPDNCGJB_02674","","",""
"group_2820","","hypothetical protein","3","3","1","1","1770","14","19","","596","596","596","","","HMFJPACF_02730","EPEFIPDD_02675","MPDNCGJB_02676","","",""
"group_2821","","hypothetical protein","3","3","1","1","1771","14","18","","380","380","380","","","HMFJPACF_02731","EPEFIPDD_02676","MPDNCGJB_02677","","",""
"group_2822","","hypothetical protein","3","3","1","1","1772","14","17","","374","374","374","","","HMFJPACF_02732","EPEFIPDD_02677","MPDNCGJB_02678","","",""
"bvgA_1","","Virulence factors putative positive transcription regulator BvgA","3","3","1","1","1773","14","16","","575","575","575","","","HMFJPACF_02733","EPEFIPDD_02678","MPDNCGJB_02679","","",""
"recB_2","","RecBCD enzyme subunit RecB","3","3","1","1","1776","14","13","","2081","2081","2081","","","HMFJPACF_02736","EPEFIPDD_02681","MPDNCGJB_02682","","",""
"group_2825","","hypothetical protein","3","3","1","1","1778","14","11","","1055","1055","1055","","","HMFJPACF_02738","EPEFIPDD_02683","MPDNCGJB_02684","","",""
"group_2826","","hypothetical protein","3","3","1","1","1779","14","10","","131","131","131","","","HMFJPACF_02739","EPEFIPDD_02684","MPDNCGJB_02685","","",""
"group_2827","","hypothetical protein","3","3","1","1","1780","14","9","","947","947","947","","","HMFJPACF_02740","EPEFIPDD_02685","MPDNCGJB_02686","","",""
"group_2828","","hypothetical protein","3","3","1","1","1781","14","8","","797","797","797","","","HMFJPACF_02741","EPEFIPDD_02686","MPDNCGJB_02687","","",""
"group_2829","","hypothetical protein","3","3","1","1","1782","14","7","","224","224","224","","","HMFJPACF_02742","EPEFIPDD_02687","MPDNCGJB_02688","","",""
"group_2832","","hypothetical protein","3","3","1","1","1300","7","11","","479","479","479","","","HMFJPACF_02819","EPEFIPDD_02764","MPDNCGJB_02764","","",""
"group_2833","","hypothetical protein","3","3","1","1","1299","7","12","","485","485","485","","","HMFJPACF_02820","EPEFIPDD_02765","MPDNCGJB_02765","","",""
"group_2834","","hypothetical protein","3","3","1","1","1661","7","13","","605","605","605","","","HMFJPACF_02821","EPEFIPDD_02766","MPDNCGJB_02766","","",""
"group_2835","","hypothetical protein","3","3","1","1","1662","7","14","","1124","1124","1124","","","HMFJPACF_02822","EPEFIPDD_02767","MPDNCGJB_02767","","",""
"group_2837","","hypothetical protein","3","3","1","1","1656","7","31","","3836","3836","3836","","","HMFJPACF_02825","EPEFIPDD_02770","MPDNCGJB_02770","","",""
"group_2838","","hypothetical protein","3","3","1","1","1655","7","30","","125","125","125","","","HMFJPACF_02826","EPEFIPDD_02771","MPDNCGJB_02771","","",""
"group_2839","","hypothetical protein","3","3","1","1","1650","7","18","","902","902","902","","","HMFJPACF_02829","EPEFIPDD_02774","MPDNCGJB_02774","","",""
"group_2842","","hypothetical protein","3","3","1","1","1588","13","10","","848","848","848","","","HMFJPACF_02880","EPEFIPDD_02825","MPDNCGJB_02825","","",""
"group_2843","","hypothetical protein","3","3","1","1","1586","13","8","","1664","1664","1664","","","HMFJPACF_02882","EPEFIPDD_02827","MPDNCGJB_02827","","",""
"group_2846","","hypothetical protein","3","3","1","1","1582","13","19","","1337","1337","1337","","","HMFJPACF_02890","EPEFIPDD_02835","MPDNCGJB_02835","","",""
"btuB_13","","Vitamin B12 transporter BtuB","3","3","1","1","1344","34","8","","2747","2747","2747","","","HMFJPACF_02906","EPEFIPDD_02851","MPDNCGJB_02851","","",""
"group_2848","","hypothetical protein","3","3","1","1","1345","34","9","","1343","1343","1343","","","HMFJPACF_02907","EPEFIPDD_02852","MPDNCGJB_02852","","",""
"group_2849","","hypothetical protein","3","3","1","1","1346","34","10","","1592","1592","1592","","","HMFJPACF_02908","EPEFIPDD_02853","MPDNCGJB_02853","","",""
"group_2852","bioF","8-amino-7-oxononanoate synthase","3","3","1","1","1354","284","1","","1106","1106","1106","","","HMFJPACF_02941","EPEFIPDD_02886","MPDNCGJB_02887","","",""
"group_2853","","hypothetical protein","3","3","1","1","1460","77","1","","446","446","446","","","HMFJPACF_02947","EPEFIPDD_02892","MPDNCGJB_02893","","",""
"group_2854","","hypothetical protein","3","3","1","1","1461","77","2","","776","776","776","","","HMFJPACF_02948","EPEFIPDD_02893","MPDNCGJB_02894","","",""
"aniA","","Copper-containing nitrite reductase","3","3","1","1","1462","77","3","","1034","1034","1034","","","HMFJPACF_02949","EPEFIPDD_02894","MPDNCGJB_02895","","",""
"group_2856","","Formylglycine-generating enzyme","3","3","1","1","1463","77","4","","827","827","827","","","HMFJPACF_02950","EPEFIPDD_02895","MPDNCGJB_02896","","",""
"group_2857","","hypothetical protein","3","3","1","1","1464","77","5","","566","566","566","","","HMFJPACF_02951","EPEFIPDD_02896","MPDNCGJB_02897","","",""
"group_2858","","hypothetical protein","3","3","1","1","1465","77","6","","404","404","404","","","HMFJPACF_02952","EPEFIPDD_02897","MPDNCGJB_02898","","",""
"group_2868","","hypothetical protein","3","3","1","1","1368","67","3","","203","203","203","","","HMFJPACF_02972","EPEFIPDD_02917","MPDNCGJB_02919","","",""
"tetX","","Flavin-dependent monooxygenase","3","3","1","1","1402","37","5","","1196","1196","1196","","","HMFJPACF_02991","EPEFIPDD_02936","MPDNCGJB_02938","","",""
"group_2874","rhaR_8","HTH-type transcriptional activator RhaR","3","3","1","1","1403","37","6","","854","854","854","","","HMFJPACF_02992","EPEFIPDD_02937","MPDNCGJB_02939","","",""
"group_2878","","hypothetical protein","3","3","1","1","1382","17","1","","584","584","584","","","HMFJPACF_03004","EPEFIPDD_02949","MPDNCGJB_02951","","",""
"group_2879","","hypothetical protein","3","3","1","1","1379","17","9","","2177","2177","2177","","","HMFJPACF_03007","EPEFIPDD_02952","MPDNCGJB_02954","","",""
"group_2880","","hypothetical protein","3","3","1","1","1378","17","8","","326","326","326","","","HMFJPACF_03008","EPEFIPDD_02953","MPDNCGJB_02955","","",""
"group_2881","","hypothetical protein","3","3","1","1","4554","17","6","","1400","1400","1400","","","HMFJPACF_03010","EPEFIPDD_02955","MPDNCGJB_02957","","",""
"group_2882","","hypothetical protein","3","3","1","1","4555","17","5","","437","437","437","","","HMFJPACF_03011","EPEFIPDD_02956","MPDNCGJB_02958","","",""
"group_2883","","hypothetical protein","3","3","1","1","4556","17","4","","2171","2171","2171","","","HMFJPACF_03012","EPEFIPDD_02957","MPDNCGJB_02959","","",""
"group_2884","","hypothetical protein","3","3","1","1","4557","17","3","","683","683","683","","","HMFJPACF_03013","EPEFIPDD_02958","MPDNCGJB_02960","","",""
